Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
59569,2019-02-04 21:25:10,2229824890647120,"fraud_Larkin, Stracke and Greenfelder",entertainment,12.82,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,dd4abf4ecb6116375d097a804645da57,1328390710,30.459840000000003,-89.713851,0
61130,2019-02-05 14:35:21,2229824890647120,fraud_Bartoletti and Sons,personal_care,82.31,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,cc220e212a13784d0e09ea962fb24100,1328452521,30.5947,-89.45538499999999,0
63541,2019-02-07 03:37:38,2229824890647120,"fraud_Schumm, Bauch and Ondricka",grocery_pos,124.45,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,7c2179e94c0f433b830a0e4a024ef202,1328585858,30.354436,-88.631812,0
64842,2019-02-08 03:42:03,2229824890647120,"fraud_Altenwerth, Cartwright and Koss",shopping_net,2.66,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,b84b8293572a0f8071a73c60e4eec43a,1328672523,30.803606,-88.65947,0
67599,2019-02-10 00:53:23,2229824890647120,fraud_Klocko LLC,misc_net,2.7,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,4ca0a5225f484178452c1683965ff8a3,1328835203,30.784329,-90.041635,0
67844,2019-02-10 04:12:48,2229824890647120,fraud_Turner and Sons,shopping_pos,2.43,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2a99f727ead1d46b31742c305e8ed1ff,1328847168,30.064257,-88.95732,0
70416,2019-02-11 11:07:54,2229824890647120,fraud_Pfeffer LLC,grocery_net,48.9,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,642bf4e6f9d5cd2579c038c23abc4334,1328958474,29.913,-89.536309,0
71779,2019-02-11 22:45:42,2229824890647120,fraud_Fritsch LLC,travel,8.14,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,e987a0ca48fb606e493631df0f017b82,1329000342,29.891956,-90.252122,0
72753,2019-02-12 10:50:57,2229824890647120,"fraud_Willms, Kris and Bergnaum",shopping_pos,20.06,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,7dac2a5f09474a048482fbf08ba37c5d,1329043857,30.617171999999997,-90.584946,0
84840,2019-02-19 11:58:11,2229824890647120,"fraud_Turner, Ruecker and Parisian",misc_pos,1.2,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,9aff56ac7442ae560d5ca6c317b515c1,1329652691,29.609849,-89.611812,0
87766,2019-02-21 10:45:20,2229824890647120,fraud_Macejkovic-Lesch,shopping_pos,7.36,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,8b94636805495af66c047eacde3fb506,1329821120,29.485315999999997,-88.89959300000001,0
102050,2019-02-28 20:50:26,2229824890647120,"fraud_Cole, Hills and Jewess",home,4.04,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2568bad801b8faef76657959b02dfc8a,1330548626,30.38833,-89.597489,0
110488,2019-03-04 04:59:30,2229824890647120,fraud_Fisher Inc,shopping_net,127.8,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,0072d8c08307a5b7d2a13f4789970e25,1330837170,29.456776,-89.11734100000001,0
111596,2019-03-04 14:36:48,2229824890647120,fraud_Crooks and Sons,personal_care,129.47,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,82352277ffc989890a9b938948890561,1330871808,30.652169,-89.139081,0
123557,2019-03-10 07:19:47,2229824890647120,fraud_Kutch and Sons,grocery_pos,120.36,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2f08b4a2236c14a997c77aee8d886e20,1331363987,31.096375,-88.98634200000001,0
127070,2019-03-11 10:41:08,2229824890647120,"fraud_Robel, Cummerata and Prosacco",gas_transport,58.53,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,e8a3f1a4e6fb37ff70b58296addc6bb0,1331462468,30.924273,-90.283416,0
128511,2019-03-11 20:22:57,2229824890647120,fraud_Wuckert-Goldner,home,52.48,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,8907510be787288fc60c8e9a0aee8782,1331497377,29.346898,-90.488097,0
130635,2019-03-13 02:47:28,2229824890647120,fraud_Kiehn Inc,grocery_pos,167.37,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,8ffa187dfbae9032aa06854cf52e8aa0,1331606848,30.531756,-88.690664,0
134363,2019-03-15 05:33:39,2229824890647120,fraud_Barton Inc,grocery_pos,150.82,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,a2cee7ec431cfb3c41423276583a7b1a,1331789619,30.679746,-90.532261,0
138777,2019-03-17 02:28:56,2229824890647120,fraud_Kihn Inc,shopping_pos,274.4,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,7092b8cd302365e06d67ae51e24b5d86,1331951336,30.188415000000003,-89.105207,0
139796,2019-03-17 12:09:53,2229824890647120,"fraud_Mueller, Gerhold and Mueller",health_fitness,263.83,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,24daf454a7109156bbc88ef5635e2f0d,1331986193,31.134348,-88.685696,0
142308,2019-03-18 06:15:34,2229824890647120,"fraud_Little, Gutmann and Lynch",shopping_net,4.9,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,a57d74e292689aa48e23c63f9b10a002,1332051334,29.52538,-88.829482,0
142749,2019-03-18 10:55:00,2229824890647120,"fraud_Huel, Hammes and Witting",grocery_pos,133.12,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,4ac55255e67cedbfe4d476e176e74052,1332068100,29.404653000000003,-88.710039,0
152974,2019-03-23 14:01:57,2229824890647120,fraud_Fahey Inc,kids_pets,123.84,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,e9ff4692b67726020958a58cf5687cf6,1332511317,30.579945,-88.648202,0
162567,2019-03-27 09:19:57,2229824890647120,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,54.33,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,f6ba85176ede0a856c65525b606efab3,1332839997,30.905312,-90.088306,0
164983,2019-03-28 18:07:46,2229824890647120,fraud_Harris Group,food_dining,19.16,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,09c95f6eefee2c7fdb1ec57787d1a658,1332958066,29.403048,-88.79970300000001,0
165294,2019-03-28 21:23:31,2229824890647120,"fraud_Hodkiewicz, Prohaska and Paucek",travel,8.19,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,a3b27b3589684ce1a5b4201fd1de29c2,1332969811,30.127761,-89.71735799999999,0
166271,2019-03-29 11:59:34,2229824890647120,fraud_Rodriguez Group,gas_transport,68.71,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,5d0c021d863bdf4239f027d9d517ef73,1333022374,30.589151,-89.293444,0
166646,2019-03-29 15:37:29,2229824890647120,"fraud_Larson, Quitzon and Spencer",travel,3.23,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,fffd42a9f50b6be75487c088d6cdd5a5,1333035449,30.871726,-89.090162,0
167886,2019-03-30 04:38:07,2229824890647120,fraud_Kemmer-Buckridge,misc_pos,4.24,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,ece46080302128675e6de2fea004fcb7,1333082287,30.711198,-89.252714,0
169831,2019-03-30 21:34:41,2229824890647120,"fraud_Ritchie, Oberbrunner and Cremin",travel,5.03,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,365c4fba7ca34237cf926dd93af7577e,1333143281,30.22667,-90.14581,0
171815,2019-03-31 14:52:48,2229824890647120,fraud_Rippin-VonRueden,health_fitness,10.19,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2696067afbfbc091a0685949e0d213ed,1333205568,30.720858000000003,-90.570464,0
174377,2019-04-01 10:02:00,2229824890647120,fraud_Friesen-D'Amore,gas_transport,61.52,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,d01847667f04d36a4bfa5d648ef3b92e,1333274520,29.85957,-88.861136,0
176961,2019-04-02 11:42:16,2229824890647120,fraud_Kris-Weimann,misc_net,2.38,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2f54b71354eaf7cd1990199c4ad3412a,1333366936,30.067439,-89.341348,0
178384,2019-04-03 09:35:10,2229824890647120,"fraud_Huel, Hammes and Witting",grocery_pos,114.82,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,8e993d130e1159c9434b8b14fde97fec,1333445710,31.159835,-88.95707900000001,0
180326,2019-04-04 12:39:29,2229824890647120,fraud_Bins-Howell,personal_care,56.85,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,f8ceb1fb7b97bf6d1ee98591c9f755d0,1333543169,30.778211,-90.499389,0
185646,2019-04-06 21:14:14,2229824890647120,"fraud_Dare, Casper and Bartoletti",kids_pets,20.77,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,5564e505954a085ba5f98d95c6f48abd,1333746854,30.249908,-89.864636,0
186041,2019-04-07 00:11:23,2229824890647120,"fraud_Yost, Block and Koepp",misc_pos,3.58,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,e83ddc254e8ac0e9b53c7e627e013e5b,1333757483,29.979185,-89.793515,0
186571,2019-04-07 05:29:51,2229824890647120,fraud_Kutch Group,grocery_net,37.55,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,d3243fa7bd8b45d22f08a8cde8f2e1e8,1333776591,30.382027,-90.462571,0
187649,2019-04-07 14:07:47,2229824890647120,fraud_Gerhold LLC,home,63.33,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,980325aac2b63c1a5abc76364ed3dbcf,1333807667,31.094716,-90.128194,0
190352,2019-04-08 10:18:42,2229824890647120,"fraud_Herman, Treutel and Dickens",misc_net,1.0,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,47feb7af133f7b0bdcefdb1ae92d4c9a,1333880322,30.06863,-88.973214,0
195918,2019-04-11 06:25:56,2229824890647120,fraud_Hamill-Daugherty,misc_net,41.92,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,ff1a645dcc34131ed58268e487697f7e,1334125556,29.693596999999997,-89.252158,0
196414,2019-04-11 13:41:13,2229824890647120,fraud_Upton PLC,entertainment,151.91,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,216944d555d8bb51cd762da25f977970,1334151673,30.574215999999996,-88.99942,0
199151,2019-04-12 23:08:32,2229824890647120,"fraud_Romaguera, Wehner and Tromp",kids_pets,9.25,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,0e083eec8414b564b42312f963e78a31,1334272112,29.578460999999997,-90.528393,0
199961,2019-04-13 08:03:00,2229824890647120,"fraud_Bahringer, Schoen and Corkery",shopping_pos,3.3,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,3f6deb476f713554a3ca5c0539c2d37c,1334304180,31.214819,-89.255119,0
200376,2019-04-13 12:25:16,2229824890647120,fraud_Abshire PLC,entertainment,110.33,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,57573e5cdbd211ca47ddfde5d7fd9b77,1334319916,30.365852,-89.517381,0
202776,2019-04-14 08:43:11,2229824890647120,"fraud_Watsica, Haag and Considine",shopping_pos,4.65,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,df48770bf457b8d5fedd2dbd90a0d9fb,1334392991,31.088593,-89.764943,0
202780,2019-04-14 08:46:04,2229824890647120,fraud_Fisher-Schowalter,shopping_net,5.3,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,aff7c055cdf8db9faa7932dcad3100d0,1334393164,31.179261,-90.286598,0
202878,2019-04-14 09:49:24,2229824890647120,fraud_Donnelly PLC,misc_net,30.92,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,54c72f9f393271e1fd2112ef7cc96f0a,1334396964,29.898352000000003,-89.856123,0
204452,2019-04-14 20:35:39,2229824890647120,fraud_Daugherty LLC,kids_pets,84.64,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2424e80f06e07c5e40af5a4e9a225eb7,1334435739,30.608553000000004,-89.586141,0
204891,2019-04-14 23:12:35,2229824890647120,"fraud_Larkin, Stracke and Greenfelder",entertainment,5.73,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,31fc9d2a300fe98cc230f6f6a6355dbf,1334445155,29.843606,-90.458955,0
206861,2019-04-15 16:06:18,2229824890647120,fraud_Morissette-Schaefer,personal_care,20.78,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,06e025db9d390f48d9a545d00f9d2a41,1334505978,30.867337,-88.939378,0
207195,2019-04-15 18:08:34,2229824890647120,"fraud_Kilback, Nitzsche and Leffler",travel,5.27,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,288fc48a0801120faad95aaeb3f8be77,1334513314,30.012303000000003,-90.525905,0
209290,2019-04-16 20:29:32,2229824890647120,fraud_Lind-Buckridge,entertainment,39.81,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,2fde03f307605b5d6caa7033802a1f88,1334608172,30.146734,-88.609373,0
215643,2019-04-20 08:03:15,2229824890647120,"fraud_Streich, Hansen and Veum",gas_transport,67.86,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,467ed6257e455899f898e3c97380b82b,1334908995,29.71477,-89.42333,0
216285,2019-04-20 14:16:09,2229824890647120,fraud_Kris-Kertzmann,travel,2.9,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,a32fc83dddf13c31786f4ed81cfa9d94,1334931369,30.084347,-88.911035,0
221262,2019-04-22 04:12:11,2229824890647120,"fraud_Lind, Huel and McClure",gas_transport,61.88,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,765c9f5fd53619b514ac9f98f898ccdf,1335067931,29.583004,-89.95724799999999,0
228269,2019-04-25 16:00:54,2229824890647120,fraud_Reilly and Sons,health_fitness,78.63,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,5c97c559a2310ff3a495db22fe9c146b,1335369654,30.230466999999997,-89.153853,0
229004,2019-04-26 00:09:29,2229824890647120,fraud_Reynolds-Schinner,misc_pos,6.49,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,4df9ba63b21b622f16389dfc6e0d2b6f,1335398969,31.128594,-88.904212,0
229151,2019-04-26 02:40:46,2229824890647120,"fraud_Altenwerth, Cartwright and Koss",shopping_net,9.27,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,84c433b9a56d967d0de42657401c2a6a,1335408046,30.90295,-89.291449,0
231314,2019-04-27 04:46:50,2229824890647120,"fraud_Streich, Hansen and Veum",gas_transport,74.76,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,bfb956fc9ddfcb7811f58b4c3fd27d92,1335502010,31.065665999999997,-88.804112,0
235465,2019-04-28 16:23:35,2229824890647120,fraud_Erdman-Schaden,personal_care,5.17,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572,30.2508,-89.6011,1414,"Therapist, occupational",1958-02-17,9be7b281f328a45a0b93ef67a83b36f4,1335630215,29.332659000000003,-90.224202,0
